current_tariff,arpu_segment,data_segment,call_segment,n_customers,arpu_sum,arpu_mean,arpu_vs_cell_mean
tariff_6,HIGH,HEAVY,HIGH,3,25453.508362201414,8484.502787400472,1.3161369748812468
tariff_6,HIGH,LITE,HIGH,2,14796.01674229108,7398.00837114554,1.1475972843340703
tariff_6,HIGH,LITE,MEDIUM,9,60011.0014786568,6667.889053184089,1.0343393770031728
tariff_6,HIGH,HEAVY,MEDIUM,20,127850.89383141007,6392.544691570503,0.9916272812887529
tariff_6,HIGH,HEAVY,LOW,9,50450.645496394805,5605.627277377201,0.8695587133420545
tariff_6,HIGH,LITE,LOW,6,33559.58304658585,5593.263841097642,0.8676408666476932
tariff_6,HIGH,NON_USER,LOW,2,5932.918331437095,2966.4591657185474,0.46016445398254935
tariff_6,LOW,NON_USER,LOW,12,42472.71699324917,3539.393082770764,1.0942108424257533
tariff_6,LOW,LITE,LOW,17,53960.56882929898,3174.1511076058223,0.9812955148573288
tariff_6,LOW,NON_USER,MEDIUM,1,606.3233333333333,606.3233333333333,0.18744613831637158
tariff_6,MID,LITE,HIGH,1,7599.997157603413,7599.997157603413,1.909101198354044
tariff_6,MID,LITE,MEDIUM,2,10272.929331423435,5136.464665711717,1.2902676994823616
tariff_6,MID,HEAVY,LOW,8,35896.84430865636,4487.105538582045,1.1271502321915818
tariff_6,MID,HEAVY,HIGH,3,12769.011666666665,4256.3372222222215,1.069181780339738
tariff_6,MID,HEAVY,MEDIUM,4,16896.912470065723,4224.228117516431,1.061116049655803
tariff_6,MID,LITE,LOW,11,36460.45838398691,3314.587125816992,0.8326163974436989
tariff_6,MID,NON_USER,LOW,5,15455.447519362857,3091.089503872571,0.7764743267250933
tariff_7,HIGH,LITE,LOW,13,110937.88399806008,8533.68338446616,1.182866189375725
tariff_7,HIGH,LITE,MEDIUM,8,61446.981318119164,7680.8726647648955,1.0646568627784847
tariff_7,HIGH,HEAVY,HIGH,14,107006.02110789568,7643.287221992548,1.0594470902259836
tariff_7,HIGH,LITE,HIGH,5,34836.585967762265,6967.317193552453,0.9657499074679952
tariff_7,HIGH,HEAVY,MEDIUM,19,125909.10567277003,6626.795035408949,0.9185496389023244
tariff_7,HIGH,HEAVY,LOW,13,79301.04657984679,6100.080506142061,0.8455409766338299
tariff_7,LOW,LITE,LOW,7,31739.06704063993,4534.1524343771325,1.40652356819647
tariff_7,LOW,NON_USER,LOW,21,59234.11397753616,2820.6720941683884,0.8749908248611705
tariff_7,LOW,,LOW,1,2512.931529189078,2512.931529189078,0.779527700540129
tariff_7,MID,LITE,MEDIUM,3,22554.91669518564,7518.30556506188,1.4611163387961292
tariff_7,MID,HEAVY,HIGH,3,22488.408117331943,7496.136039110647,1.4568078870698202
tariff_7,MID,HEAVY,MEDIUM,9,51013.92871191975,5668.214301324417,1.101567428430907
tariff_7,MID,HEAVY,LOW,11,58717.76813662141,5337.978921511037,1.0373890966354895
tariff_7,MID,NON_USER,LOW,7,35508.65346227865,5072.664780325521,0.9858276346484587
tariff_7,MID,LITE,HIGH,1,4952.4381961307645,4952.4381961307645,0.962462658989457
tariff_7,MID,LITE,LOW,17,69293.6762239493,4076.098601408782,0.7921537923037855
tariff_7,MID,,LOW,1,3040.8884392394725,3040.8884392394725,0.5909698328405844
tariff_8,HIGH,HEAVY,HIGH,985,8241073.691338382,8366.572275470438,1.0690035998420429
tariff_8,HIGH,LITE,HIGH,380,3095646.800643536,8146.438949061936,1.040876989489817
tariff_8,HIGH,LITE,MEDIUM,760,6013022.846817899,7911.872166865656,1.0109062050018425
tariff_8,HIGH,HEAVY,MEDIUM,1433,11268250.147256754,7863.398567520415,1.0047126946261193
tariff_8,HIGH,NON_USER,MEDIUM,10,74060.81997746382,7406.081997746382,0.9462809924594913
tariff_8,HIGH,HEAVY,LOW,660,4833280.93077292,7323.152925413516,0.9356850788718793
tariff_8,HIGH,LITE,LOW,491,3428283.6719028563,6982.247804282803,0.892127360167677
tariff_8,HIGH,NON_USER,HIGH,3,16812.775439079385,5604.258479693129,0.7160605672172224
tariff_8,HIGH,NON_USER,LOW,4,17676.288280599263,4419.072070149816,0.5646283562028942
tariff_8,LOW,LITE,MEDIUM,7,30001.90975976464,4285.987108537805,1.4926149146619045
tariff_8,LOW,NON_USER,HIGH,1,4030.1387599688815,4030.1387599688815,1.4035145391136739
tariff_8,LOW,HEAVY,MEDIUM,2,7997.153004404685,3998.5765022023425,1.392522836271429
tariff_8,LOW,,LOW,1,3112.766589014138,3112.766589014138,1.084035420304574
tariff_8,LOW,NON_USER,LOW,69,214154.0040481301,3103.681218088842,1.0808713976873994
tariff_8,LOW,LITE,LOW,304,868922.0385268288,2858.296179364568,0.9954149183841533
tariff_8,LOW,HEAVY,LOW,73,184040.1540679643,2521.098000931018,0.8779840867971562
tariff_8,MID,NON_USER,HIGH,6,36244.22880582672,6040.704800971121,1.2947878798352113
tariff_8,MID,HEAVY,HIGH,78,455175.6278107119,5835.584971932204,1.250821707458974
tariff_8,MID,LITE,HIGH,64,349062.2360840193,5454.097438812802,1.169052203656731
tariff_8,MID,HEAVY,MEDIUM,181,975281.2204173066,5388.294035454733,1.1549476493162776
tariff_8,MID,LITE,MEDIUM,228,1173834.3266093433,5148.396169339225,1.1035270188304518
tariff_8,MID,NON_USER,MEDIUM,13,65312.46184068908,5024.035526206852,1.0768710806971362
tariff_8,MID,HEAVY,LOW,411,1803570.762628614,4388.2500307265545,0.9405943744441552
tariff_8,MID,LITE,LOW,703,3027446.028695058,4306.466612652998,0.9230646023427088
tariff_8,MID,NON_USER,LOW,36,138563.00192631688,3848.9722757310246,0.8250035081398289
tariff_9,HIGH,LITE,MEDIUM,3,19795.271213175118,6598.423737725039,1.1303571416281377
tariff_9,HIGH,LITE,HIGH,3,16849.568524109753,5616.522841369918,0.9621505009693271
tariff_9,HIGH,HEAVY,MEDIUM,3,15892.373018311595,5297.457672770532,0.9074923574025353
tariff_9,LOW,HEAVY,LOW,3,11679.257612955254,3893.085870985085,1.2609942978124453
tariff_9,LOW,LITE,MEDIUM,2,7751.871469059508,3875.935734529754,1.2554392638384821
tariff_9,LOW,HEAVY,MEDIUM,2,6562.26391443763,3281.131957218815,1.0627786865066469
tariff_9,LOW,LITE,LOW,18,56072.32824182935,3115.129346768297,1.0090094268146903
tariff_9,LOW,NON_USER,LOW,26,75387.313850518,2899.512071173769,0.9391696739695377
tariff_9,MID,HEAVY,MEDIUM,10,61390.947223910465,6139.094722391046,1.462357519143313
tariff_9,MID,HEAVY,HIGH,4,22575.805390862366,5643.9513477155915,1.3444123383384412
tariff_9,MID,LITE,HIGH,3,16896.482922517724,5632.160974172574,1.3416038230468863
tariff_9,MID,NON_USER,MEDIUM,3,15079.104236396186,5026.368078798729,1.1973014730012908
tariff_9,MID,LITE,MEDIUM,2,9673.250316834932,4836.625158417466,1.1521039318537774
tariff_9,MID,HEAVY,LOW,17,63769.41451641312,3751.1420303772425,0.8935374027524672
tariff_9,MID,LITE,LOW,24,80449.78616990743,3352.0744237461427,0.7984778635870212
tariff_9,MID,NON_USER,LOW,4,11436.609011331087,2859.152252832772,0.6810617826201412
